Fecha y Hora del hecho,Fecha del hecho,Dia de la semana,Hora del hecho (HH:MM),Comuna/Corregimiento,Tipo de via de Hechos,Clase de Accidente,Genero,Edad,Características de la victima,Vehiculo de la Victima,Vehiculo 2 de la contraparte,Vehiculo 3 de la contraparte,Vehiculo 4 de la contraparte
05/24/2014 12:00:00 AM,05/24/2014 12:00:00 AM,sábado,1899-12-31T00:00:00.000,4,Municipal,Colisión con Objeto Móvil,Femenino,25,Conductor Moto,Taxi,Camión/Camioneta,Sin dato,Sin dato
06/04/2014 12:00:00 AM,06/04/2014 12:00:00 AM,miércoles,1899-12-31T00:00:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,55,Conductor Moto,Taxi,Tractomula,Sin dato,Sin dato
06/08/2014 12:00:00 AM,06/08/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,5,Municipal,Colisión con Objeto Móvil,Masculino,31,Conductor Moto,Taxi,Vehiculo particular,Sin dato,Sin dato
06/28/2014 06:00:00 AM,06/28/2014 12:00:00 AM,sábado,1899-12-31T06:00:00.000,Ninguna,Departamental,Colisión con Objeto Móvil,Femenino,20,Pasajero Moto,Taxi,Camión/Camioneta,Sin dato,Sin dato
06/28/2014 06:00:00 AM,06/28/2014 12:00:00 AM,sábado,1899-12-31T06:00:00.000,Ninguna,Departamental,Colisión con Objeto Móvil,Masculino,33,Conductor Moto,Taxi,Camión/Camioneta,Sin dato,Sin dato
06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,1,Municipal,Colisión con Objeto Móvil,Masculino,32,Conductor Moto,Taxi,Taxi,Sin dato,Sin dato
06/29/2014 12:30:00 AM,06/29/2014 12:00:00 AM,domingo,1899-12-31T00:30:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,35,Conductor Moto,Taxi,Vehiculo particular,Sin dato,Sin dato
06/29/2014 12:00:00 AM,06/29/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,Fortalecillas,Municipal,Sin Dato,Masculino,40,Conductor Moto,Taxi,Lancha/otro,Sin dato,Sin dato
07/05/2014 12:00:00 AM,07/05/2014 12:00:00 AM,sábado,1899-12-31T00:00:00.000,8,Municipal,Colisión con Objeto Móvil,Masculino,47,Pasajero Moto,Taxi,Camión/Camioneta,Sin dato,Sin dato
07/20/2014 12:00:00 AM,07/20/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,6,Municipal,Sin Dato,Masculino,61,Ciclista,Motocicleta,Lancha/otro,Sin dato,Sin dato
07/23/2014 12:00:00 AM,07/23/2014 12:00:00 AM,miércoles,1899-12-31T00:00:00.000,10,Municipal,Peatón Atropellado,Femenino,8,Peatón,Bicicleta,Vehiculo particular,Sin dato,Sin dato
08/19/2014 12:00:00 AM,08/19/2014 12:00:00 AM,martes,1899-12-31T00:00:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,23,Conductor Moto,Taxi,Taxi,Sin dato,Sin dato
08/28/2014 12:00:00 AM,08/28/2014 12:00:00 AM,jueves,1899-12-31T00:00:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,18,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
09/02/2014 10:30:00 PM,09/02/2014 12:00:00 AM,martes,1899-12-31T22:30:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,38,Conductor Moto,Taxi,Vehiculo particular,Sin dato,Sin dato
09/17/2014 12:00:00 AM,09/17/2014 12:00:00 AM,miércoles,1899-12-31T00:00:00.000,5,Municipal,Peatón Atropellado,Masculino,73,Peatón,Bicicleta,Taxi,Sin dato,Sin dato
09/25/2014 12:00:00 AM,09/25/2014 12:00:00 AM,jueves,1899-12-31T00:00:00.000,9,Municipal,Ciclista Atropellado,Masculino,69,Ciclista,Motocicleta,Camión/Camioneta,Sin dato,Sin dato
09/28/2014 12:00:00 AM,09/28/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,9,Municipal,Sin Dato,Masculino,37,Conductor Moto,Taxi,Lancha/otro,Sin dato,Sin dato
09/28/2014 12:00:00 AM,09/28/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,7,Municipal,Ciclista Atropellado,Masculino,79,Ciclista,Motocicleta,Lancha/otro,Sin dato,Sin dato
10/10/2014 12:00:00 AM,10/10/2014 12:00:00 AM,viernes,1899-12-31T00:00:00.000,Fortalecillas,Municipal,Colisión con Objeto Fijo,Masculino,48,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
10/19/2014 11:15:00 PM,10/19/2014 12:00:00 AM,domingo,1899-12-31T23:15:00.000,9,Municipal,Colisión con Objeto Fijo,Masculino,24,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
10/19/2014 05:00:00 AM,10/19/2014 12:00:00 AM,domingo,1899-12-31T05:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,31,Conductor Moto,Taxi,Camión/Camioneta,Sin dato,Sin dato
10/23/2014 12:20:00 AM,10/23/2014 12:00:00 AM,jueves,1899-12-31T00:20:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,33,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
11/01/2014 11:00:00 AM,11/01/2014 12:00:00 AM,sábado,1899-12-31T11:00:00.000,3,Municipal,Ciclista Atropellado,Masculino,66,Ciclista,Motocicleta,Taxi,Sin dato,Sin dato
11/16/2014 04:20:00 AM,11/16/2014 12:00:00 AM,domingo,1899-12-31T04:20:00.000,5,Municipal,Colisión con Objeto Fijo,Femenino,29,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
11/16/2014 12:00:00 AM,11/16/2014 12:00:00 AM,domingo,1899-12-31T00:00:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,36,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
11/20/2014 10:30:00 PM,11/20/2014 12:00:00 AM,jueves,1899-12-31T22:30:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,26,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
11/30/2014 02:40:00 AM,11/30/2014 12:00:00 AM,domingo,1899-12-31T02:40:00.000,4,Municipal,Colisión con Objeto Fijo,Masculino,26,Conductor Moto,Taxi,Sin dato,Sin dato,Sin dato
12/01/2014 12:00:00 AM,12/01/2014 12:00:00 AM,lunes,1899-12-31T00:00:00.000,8,Municipal,Colisión con Objeto Móvil,Masculino,57,Sin Dato,Lancha/otro,Vehiculo particular,Sin dato,Sin dato
12/08/2014 12:00:00 AM,12/08/2014 12:00:00 AM,lunes,1899-12-31T00:00:00.000,4,Municipal,Peatón Atropellado,Masculino,49,Peatón,Bicicleta,Vehiculo particular,Sin dato,Sin dato
12/11/2014 07:00:00 PM,12/11/2014 12:00:00 AM,jueves,1899-12-31T19:00:00.000,4,Municipal,Colisión con Objeto Móvil,Femenino,18,Pasajero Moto,Taxi,Vehiculo particular,Sin dato,Sin dato
12/13/2014 12:00:00 AM,12/13/2014 12:00:00 AM,sábado,1899-12-31T00:00:00.000,10,Municipal,Colisión con Objeto Móvil,Masculino,85,Peatón,Bicicleta,Taxi,Sin dato,Sin dato
12/16/2014 05:00:00 PM,12/16/2014 12:00:00 AM,martes,1899-12-31T17:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,22,Conductor Moto,Taxi,Vehiculo particular,Sin dato,Sin dato
12/24/2014 05:00:00 PM,12/24/2014 12:00:00 AM,miércoles,1899-12-31T17:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Taxi,Tractomula,Sin dato,Sin dato
12/24/2014 07:00:00 PM,12/24/2014 12:00:00 AM,miércoles,1899-12-31T19:00:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,53,Conductor Moto,Taxi,Taxi,Sin dato,Sin dato
12/29/2014 12:00:00 AM,12/29/2014 12:00:00 AM,lunes,1899-12-31T00:00:00.000,9,Municipal,Sin Dato,Femenino,44,Pasajero Moto,Taxi,Lancha/otro,Sin dato,Sin dato
01/12/2015 03:50:00 AM,01/12/2015 12:00:00 AM,lunes,1899-12-31T03:50:00.000,5,Municipal,Colisión con Objeto Fijo,Masculino,27,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
01/17/2015 06:30:00 PM,01/17/2015 12:00:00 AM,sábado,1899-12-31T18:30:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,31,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
01/18/2015 10:30:00 AM,01/18/2015 12:00:00 AM,domingo,1899-12-31T10:30:00.000,6,Municipal,Caída de Ocupante,Masculino,18,Pasajero Externo,Camión/Camioneta,No aplica,No aplica,No aplica
01/20/2015 02:30:00 PM,01/20/2015 12:00:00 AM,martes,1899-12-31T14:30:00.000,1,Municipal,Ciclista Atropellado,Masculino,66,Ciclista,Bicicleta,Camión/Camioneta,No aplica,No aplica
01/22/2015 04:23:00 AM,01/22/2015 12:00:00 AM,jueves,1899-12-31T04:23:00.000,7,Municipal,Ciclista Atropellado,Masculino,84,Ciclista,Bicicleta,Vehiculo particular,No aplica,No aplica
01/26/2015 07:35:00 AM,01/26/2015 12:00:00 AM,lunes,1899-12-31T07:35:00.000,3,Municipal,Colisión con Objeto Fijo,Masculino,22,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
02/03/2015 11:30:00 AM,02/03/2015 12:00:00 AM,martes,1899-12-31T11:30:00.000,9,Municipal,Ciclista Atropellado,Masculino,62,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
02/15/2015 06:35:00 AM,02/15/2015 12:00:00 AM,domingo,1899-12-31T06:35:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,22,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
02/15/2015 06:35:00 AM,02/15/2015 12:00:00 AM,domingo,1899-12-31T06:35:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,23,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
03/05/2015 07:20:00 AM,03/05/2015 12:00:00 AM,jueves,1899-12-31T07:20:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,46,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
03/21/2015 08:47:00 PM,03/21/2015 12:00:00 AM,sábado,1899-12-31T20:47:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,22,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
04/14/2015 06:45:00 PM,04/14/2015 12:00:00 AM,martes,1899-12-31T18:45:00.000,4,Municipal,Peatón Atropellado,Masculino,76,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
04/25/2015 04:40:00 PM,04/25/2015 12:00:00 AM,sábado,1899-12-31T16:40:00.000,4,Municipal,Peatón Atropellado,Masculino,80,Peatón,Autónomo (Peatón),Microbus/Busetón,No aplica,No aplica
05/06/2015 10:30:00 AM,05/06/2015 12:00:00 AM,miércoles,1899-12-31T10:30:00.000,10,Municipal,Peatón Atropellado,Masculino,62,Peatón,Autónomo (Peatón),Camión/Camioneta,No aplica,No aplica
05/07/2015 07:10:00 PM,05/07/2015 12:00:00 AM,jueves,1899-12-31T19:10:00.000,6,Municipal,Peatón Atropellado,Femenino,55,Peatón,Autónomo (Peatón),Vehiculo particular,No aplica,No aplica
05/10/2015 01:06:00 AM,05/10/2015 12:00:00 AM,domingo,1899-12-31T01:06:00.000,1,Municipal,Peatón Atropellado,Masculino,40,Peatón,Autónomo (Peatón),Taxi,No aplica,No aplica
05/13/2015 06:55:00 PM,05/13/2015 12:00:00 AM,miércoles,1899-12-31T18:55:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,17,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
05/21/2015 09:05:00 PM,05/21/2015 12:00:00 AM,jueves,1899-12-31T21:05:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,19,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
05/29/2015 10:05:00 PM,05/29/2015 12:00:00 AM,viernes,1899-12-31T22:05:00.000,1,Municipal,Peatón Atropellado,Femenino,17,Peatón,Autónomo (Peatón),Camión/Camioneta,No aplica,No aplica
06/16/2015 07:40:00 AM,06/16/2015 12:00:00 AM,martes,1899-12-31T07:40:00.000,5,Municipal,Colisión con Objeto Fijo,Masculino,26,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/24/2015 07:00:00 AM,06/24/2015 12:00:00 AM,miércoles,1899-12-31T07:00:00.000,3,Municipal,Peatón Atropellado,Masculino,85,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/27/2015 05:52:00 AM,06/27/2015 12:00:00 AM,sábado,1899-12-31T05:52:00.000,7,Municipal,Colisión con Objeto Fijo,Masculino,19,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
07/19/2015 11:00:00 AM,07/19/2015 12:00:00 AM,domingo,1899-12-31T11:00:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,24,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
07/19/2015 12:55:00 PM,07/19/2015 12:00:00 AM,domingo,1899-12-31T12:55:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,39,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
07/26/2015 12:00:00 AM,07/26/2015 12:00:00 AM,domingo,1899-12-31T00:00:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,53,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
08/16/2015 05:10:00 AM,08/16/2015 12:00:00 AM,domingo,1899-12-31T05:10:00.000,Guacirco,Municipal,Colisión con Objeto Móvil,Masculino,44,Pasajero Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
08/16/2015 05:10:00 AM,08/16/2015 12:00:00 AM,domingo,1899-12-31T05:10:00.000,Guacirco,Municipal,Colisión con Objeto Móvil,Masculino,53,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
08/22/2015 05:24:00 AM,08/22/2015 12:00:00 AM,sábado,1899-12-31T05:24:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,32,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
08/22/2015 05:24:00 AM,08/22/2015 12:00:00 AM,sábado,1899-12-31T05:24:00.000,9,Municipal,Colisión con Objeto Móvil,Masculino,66,Pasajero Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
09/20/2015 12:00:00 AM,09/20/2015 12:00:00 AM,domingo,1899-12-31T00:00:00.000,4,Municipal,Colisión con Objeto Fijo,Masculino,20,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
09/20/2015 04:47:00 AM,09/20/2015 12:00:00 AM,domingo,1899-12-31T04:47:00.000,Fortalecillas,Municipal,Volcamiento,Masculino,34,Conductor Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
09/25/2015 12:00:00 AM,09/25/2015 12:00:00 AM,viernes,1899-12-31T00:00:00.000,3,Municipal,Caída de Ocupante,Femenino,19,Pasajero Moto,Motocicleta,Sin dato,Sin dato,Sin dato
10/03/2015 11:00:00 AM,10/03/2015 12:00:00 AM,sábado,1899-12-31T11:00:00.000,5,Municipal,Peatón Atropellado,Masculino,11,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
10/10/2015 07:43:00 PM,10/10/2015 12:00:00 AM,sábado,1899-12-31T19:43:00.000,Fortalecillas,Municipal,Colisión con Objeto Móvil,Masculino,44,Conductor Moto,Motocicleta,Animales,No aplica,No aplica
10/20/2015 12:15:00 AM,10/20/2015 12:00:00 AM,martes,1899-12-31T00:15:00.000,9,Municipal,Colisión con Objeto Fijo,Masculino,25,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/29/2015 01:41:00 AM,10/29/2015 12:00:00 AM,jueves,1899-12-31T01:41:00.000,5,Municipal,Colisión con Objeto Fijo,Masculino,17,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
10/30/2015 12:40:00 AM,10/30/2015 12:00:00 AM,viernes,1899-12-31T00:40:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,41,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
11/20/2015 09:16:00 AM,11/20/2015 12:00:00 AM,viernes,1899-12-31T09:16:00.000,Ninguna,Municipal,Caída de Ocupante,Masculino,48,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
11/24/2015 09:30:00 AM,11/24/2015 12:00:00 AM,martes,1899-12-31T09:30:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,46,Ciclista,Bicicleta,Camión/Camioneta,No aplica,No aplica
12/05/2015 11:02:00 PM,12/05/2015 12:00:00 AM,sábado,1899-12-31T23:02:00.000,2,Municipal,Colisión con Objeto Móvil,Masculino,39,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
12/11/2015 04:40:00 AM,12/11/2015 12:00:00 AM,viernes,1899-12-31T04:40:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,29,Conductor Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
12/20/2015 06:40:00 PM,12/20/2015 12:00:00 AM,domingo,1899-12-31T18:40:00.000,Vegalarga,Municipal,Volcamiento,Femenino,46,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
12/24/2015 07:46:00 PM,12/24/2015 12:00:00 AM,jueves,1899-12-31T19:46:00.000,Rio de la Ceibas,Municipal,Colisión con Objeto Fijo,Masculino,51,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
12/25/2015 10:45:00 PM,12/25/2015 12:00:00 AM,viernes,1899-12-31T22:45:00.000,6,Municipal,Volcamiento,Masculino,18,Pasajero Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
12/25/2015 08:21:00 AM,12/25/2015 12:00:00 AM,viernes,1899-12-31T08:21:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,30,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
01/01/2016 02:36:00 AM,01/01/2016 12:00:00 AM,viernes,1899-12-31T02:36:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,33,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
01/16/2016 06:36:00 PM,01/16/2016 12:00:00 AM,sábado,1899-12-31T18:36:00.000,El Caguán,Municipal,Colisión con Objeto Móvil,Masculino,54,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
01/20/2016 05:38:00 PM,01/20/2016 12:00:00 AM,miércoles,1899-12-31T17:38:00.000,4,Municipal,Peatón Atropellado,Masculino,74,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
01/20/2016 08:23:00 PM,01/20/2016 12:00:00 AM,miércoles,1899-12-31T20:23:00.000,6,Municipal,Caída de Ocupante,Femenino,19,Pasajero Moto,Motocicleta,Tractomula,No aplica,No aplica
01/24/2016 02:15:00 AM,01/24/2016 12:00:00 AM,domingo,1899-12-31T02:15:00.000,2,Municipal,Colisión con Objeto Fijo,Masculino,20,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
01/24/2016 01:38:00 PM,01/24/2016 12:00:00 AM,domingo,1899-12-31T13:38:00.000,El Caguán,Municipal,Caída de Ocupante,Femenino,56,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
01/25/2016 05:47:00 PM,01/25/2016 12:00:00 AM,lunes,1899-12-31T17:47:00.000,1,Municipal,Caída de Ocupante,Femenino,77,Pasajero Vehículo,Microbus/Busetón,No aplica,No aplica,No aplica
02/03/2016 09:56:00 PM,02/03/2016 12:00:00 AM,miércoles,1899-12-31T21:56:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,36,Conductor Moto,Motocicleta,Taxi,No aplica,No aplica
02/13/2016 07:46:00 PM,02/13/2016 12:00:00 AM,sábado,1899-12-31T19:46:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,44,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
02/14/2016 07:08:00 PM,02/14/2016 12:00:00 AM,domingo,1899-12-31T19:08:00.000,7,Municipal,Caída de Ocupante,Femenino,30,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
02/14/2016 08:10:00 PM,02/14/2016 12:00:00 AM,domingo,1899-12-31T20:10:00.000,9,Municipal,Peatón Atropellado,Femenino,73,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
02/18/2016 10:23:00 PM,02/18/2016 12:00:00 AM,jueves,1899-12-31T22:23:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,21,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
03/02/2016 02:57:00 PM,03/02/2016 12:00:00 AM,miércoles,1899-12-31T14:57:00.000,7,Municipal,Peatón Atropellado,Femenino,82,Peatón,Autónomo (Peatón),Taxi,No aplica,No aplica
03/07/2016 06:25:00 PM,03/07/2016 12:00:00 AM,lunes,1899-12-31T18:25:00.000,6,Municipal,Peatón Atropellado,Masculino,62,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
03/08/2016 09:40:00 PM,03/08/2016 12:00:00 AM,martes,1899-12-31T21:40:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,25,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
03/12/2016 03:14:00 AM,03/12/2016 12:00:00 AM,sábado,1899-12-31T03:14:00.000,2,Municipal,Colisión con Objeto Fijo,Masculino,44,Conductor Vehículo,Vehiculo particular,No aplica,No aplica,No aplica
03/16/2016 09:33:00 PM,03/16/2016 12:00:00 AM,miércoles,1899-12-31T21:33:00.000,El Caguán,Municipal,Colisión con Objeto Fijo,Masculino,48,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
03/18/2016 07:57:00 AM,03/18/2016 12:00:00 AM,viernes,1899-12-31T07:57:00.000,3,Municipal,Ciclista Atropellado,Masculino,65,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
03/29/2016 07:38:00 PM,03/29/2016 12:00:00 AM,martes,1899-12-31T19:38:00.000,Ninguna,Municipal,Colisión con Objeto Móvil,Masculino,52,Conductor Moto,Motocicleta,Bicicleta,No aplica,No aplica
04/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,viernes,1899-12-31T00:00:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,24,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
04/13/2016 12:22:00 AM,04/13/2016 12:00:00 AM,miércoles,1899-12-31T00:22:00.000,6,Municipal,Peatón Atropellado,Masculino,7,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
04/13/2016 06:48:00 AM,04/13/2016 12:00:00 AM,miércoles,1899-12-31T06:48:00.000,2,Municipal,Colisión con Objeto Fijo,Femenino,41,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
04/28/2016 05:07:00 AM,04/28/2016 12:00:00 AM,jueves,1899-12-31T05:07:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,23,Pasajero Moto,Motocicleta,No aplica,No aplica,No aplica
04/28/2016 05:07:00 AM,04/28/2016 12:00:00 AM,jueves,1899-12-31T05:07:00.000,1,Municipal,Colisión con Objeto Fijo,Masculino,29,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
04/30/2016 12:00:00 AM,04/30/2016 12:00:00 AM,sábado,1899-12-31T00:00:00.000,7,Municipal,Peatón Atropellado,Masculino,85,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
05/09/2016 07:38:00 AM,05/09/2016 12:00:00 AM,lunes,1899-12-31T07:38:00.000,6,Municipal,Colisión con Objeto Móvil,Femenino,21,Pasajero Vehículo,Vehiculo particular,Vehiculo particular,Motocicleta,No aplica
05/09/2016 07:38:00 AM,05/09/2016 12:00:00 AM,lunes,1899-12-31T07:38:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,23,Pasajero Vehículo,Vehiculo particular,Vehiculo particular,Motocicleta,No aplica
05/09/2016 07:38:00 AM,05/09/2016 12:00:00 AM,lunes,1899-12-31T07:38:00.000,6,Municipal,Colisión con Objeto Móvil,Masculino,56,Conductor Moto,Motocicleta,Vehiculo particular,Vehiculo particular,No aplica
05/10/2016 12:00:00 AM,05/10/2016 12:00:00 AM,martes,1899-12-31T00:00:00.000,10,Municipal,Caída de Ocupante,Femenino,66,Pasajero Externo,Microbus/Busetón,No aplica,No aplica,No aplica
05/11/2016 04:40:00 PM,05/11/2016 12:00:00 AM,miércoles,1899-12-31T16:40:00.000,El Caguán,Municipal,Ciclista Atropellado,Masculino,59,Ciclista,Bicicleta,Motocicleta,No aplica,No aplica
05/17/2016 12:00:00 AM,05/17/2016 12:00:00 AM,martes,1899-12-31T00:00:00.000,7,Municipal,Colisión con Objeto Móvil,Femenino,58,Pasajero Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
05/23/2016 10:35:00 AM,05/23/2016 12:00:00 AM,lunes,1899-12-31T10:35:00.000,4,Municipal,Peatón Atropellado,Masculino,50,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/06/2016 12:40:00 PM,06/06/2016 12:00:00 AM,lunes,1899-12-31T12:40:00.000,5,Municipal,Peatón Atropellado,Masculino,32,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
06/12/2016 04:00:00 AM,06/12/2016 12:00:00 AM,domingo,1899-12-31T04:00:00.000,3,Municipal,Colisión con Objeto Móvil,Masculino,34,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/17/2016 12:00:00 AM,06/17/2016 12:00:00 AM,viernes,1899-12-31T00:00:00.000,2,Municipal,Colisión con Objeto Fijo,Masculino,28,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
06/17/2016 10:45:00 PM,06/17/2016 12:00:00 AM,viernes,1899-12-31T22:45:00.000,6,Municipal,Caída de Ocupante,Masculino,49,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
06/18/2016 11:48:00 PM,06/18/2016 12:00:00 AM,sábado,1899-12-31T23:48:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,32,Conductor Moto,Motocicleta,Vehiculo particular,No aplica,No aplica
06/19/2016 01:38:00 PM,06/19/2016 12:00:00 AM,domingo,1899-12-31T13:38:00.000,4,Municipal,Colisión con Objeto Móvil,Masculino,22,Conductor Moto,Motocicleta,Microbus/Busetón,No aplica,No aplica
06/19/2016 09:37:00 AM,06/19/2016 12:00:00 AM,domingo,1899-12-31T09:37:00.000,7,Municipal,Colisión con Objeto Móvil,Masculino,10,Pasajero Moto,Motocicleta,Camión/Camioneta,No aplica,No aplica
07/02/2016 09:00:00 PM,07/02/2016 12:00:00 AM,sábado,1899-12-31T21:00:00.000,5,Municipal,Colisión con Objeto Fijo,Masculino,52,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
07/03/2016 01:30:00 PM,07/03/2016 12:00:00 AM,domingo,1899-12-31T13:30:00.000,5,Municipal,Colisión con Objeto Fijo,Masculino,25,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
07/08/2016 01:00:00 PM,07/08/2016 12:00:00 AM,viernes,1899-12-31T13:00:00.000,4,Municipal,Peatón Atropellado,Masculino,76,Peatón,Autónomo (Peatón),Camión/Camioneta,No aplica,No aplica
07/08/2016 06:30:00 AM,07/08/2016 12:00:00 AM,viernes,1899-12-31T06:30:00.000,6,Municipal,Peatón Atropellado,Femenino,64,Peatón,Autónomo (Peatón),Motocicleta,No aplica,No aplica
07/12/2016 12:11:00 PM,07/12/2016 12:00:00 AM,martes,1899-12-31T12:11:00.000,3,Municipal,Colisión con Objeto Móvil,Femenino,22,Conductor Moto,Motocicleta,Motocicleta,No aplica,No aplica
07/17/2016 03:00:00 AM,07/17/2016 12:00:00 AM,domingo,1899-12-31T03:00:00.000,6,Municipal,Colisión con Objeto Fijo,Masculino,25,Conductor Moto,Motocicleta,No aplica,No aplica,No aplica
